Orthogroup	Species	C_virginica_2	Orthologs
OG0000015	H_robusta_2	C_virginica|XP_022313105.1	H_robusta|ESO03499.1, H_robusta|ESN92664.1, H_robusta|ESN96466.1, H_robusta|ESN97514.1, H_robusta|ESN97593.1, H_robusta|ESO01045.1, H_robusta|ESO10761.1, H_robusta|ESO10737.1, H_robusta|ESN98277.1, H_robusta|ESN96591.1, H_robusta|ESN96597.1, H_robusta|ESO03493.1, H_robusta|ESO03102.1, H_robusta|ESO03105.1, H_robusta|ESO07891.1, H_robusta|ESO07910.1, H_robusta|ESO03444.1, H_robusta|ESN95337.1, H_robusta|ESO03104.1, H_robusta|ESN94607.1, H_robusta|ESN94604.1, H_robusta|ESN94435.1, H_robusta|ESN94436.1, H_robusta|ESN94603.1, H_robusta|ESN98372.1, H_robusta|ESO03249.1, H_robusta|ESO03248.1, H_robusta|ESN98371.1, H_robusta|ESN98370.1, H_robusta|ESO03247.1, H_robusta|ESO00996.1, H_robusta|ESN95338.1, H_robusta|ESN91147.1, H_robusta|ESN97570.1, H_robusta|ESO09452.1, H_robusta|ESO09989.1, H_robusta|ESO09990.1, H_robusta|ESN98909.1, H_robusta|ESN98910.1, H_robusta|ESN96969.1, H_robusta|ESN99957.1, H_robusta|ESO01034.1, H_robusta|ESN96703.1
OG0000015	H_robusta_2	C_virginica|XP_022341159.1	H_robusta|ESN90293.1
OG0000015	O_bimaculoides_2	C_virginica|XP_022341159.1	O_bimaculoides|XP_014789051.1
OG0000015	B_glabrata_2	C_virginica|XP_022341159.1	B_glabrata|XP_013077189.1
OG0000015	L_gigantea_2	C_virginica|XP_022341159.1	L_gigantea|XP_009052518.1
OG0000015	A_granulata_2	C_virginica|XP_022341159.1	A_granulata|evm.model.Super-Scaffold_100002.249_1
OG0000015	S_constricta_2	C_virginica|XP_022341159.1	S_constricta|evm.model.ctg528.30
OG0000016	H_robusta_2	C_virginica|XP_022308580.1, C_virginica|XP_022294752.1, C_virginica|XP_022293525.1, C_virginica|XP_022332689.1, C_virginica|XP_022334600.1	H_robusta|ESO12711.1, H_robusta|ESO12860.1
OG0000016	A_granulata_2	C_virginica|XP_022308580.1, C_virginica|XP_022294752.1, C_virginica|XP_022293525.1, C_virginica|XP_022332689.1, C_virginica|XP_022334600.1	A_granulata|evm.model.Super-Scaffold_100019.314_1, A_granulata|model.g20194.t1_1, A_granulata|evm.model.Super-Scaffold_100016.112_1, A_granulata|model.g19855.t1_1, A_granulata|evm.model.Super-Scaffold_505.1528_1, A_granulata|model.g26165.t1_1, A_granulata|evm.model.Super-Scaffold_100005.476_1, A_granulata|evm.model.Super-Scaffold_100037.2_1, A_granulata|model.g8906.t1_1
OG0000016	L_gigantea_2	C_virginica|XP_022308580.1, C_virginica|XP_022294752.1, C_virginica|XP_022293525.1, C_virginica|XP_022332689.1, C_virginica|XP_022334600.1	L_gigantea|XP_009066031.1
OG0000016	P_fucata_2	C_virginica|XP_022308580.1, C_virginica|XP_022294752.1, C_virginica|XP_022293525.1, C_virginica|XP_022332689.1, C_virginica|XP_022334600.1	P_fucata|Pma_10013077, P_fucata|Pma_10013078, P_fucata|Pma_10021023, P_fucata|Pma_10013072, P_fucata|Pma_10017238, P_fucata|Pma_10013074, P_fucata|Pma_2.319, P_fucata|Pma_10002971, P_fucata|Pma_10026311, P_fucata|Pma_10019994, P_fucata|Pma_10020228, P_fucata|Pma_10026308, P_fucata|Pma_10017082, P_fucata|Pma_10010486, P_fucata|Pma_10005410, P_fucata|Pma_10026304, P_fucata|Pma_10026305, P_fucata|Pma_10026309, P_fucata|Pma_10002972, P_fucata|Pma_10027671
OG0000016	S_constricta_2	C_virginica|XP_022308580.1, C_virginica|XP_022294752.1, C_virginica|XP_022293525.1, C_virginica|XP_022332689.1, C_virginica|XP_022334600.1	S_constricta|evm.model.ctg496.5, S_constricta|evm.model.ctg6.81, S_constricta|evm.model.ctg174.7
OG0000016	B_glabrata_2	C_virginica|XP_022308580.1, C_virginica|XP_022294752.1, C_virginica|XP_022293525.1, C_virginica|XP_022332689.1, C_virginica|XP_022334600.1	B_glabrata|XP_013068640.1, B_glabrata|XP_013068639.1, B_glabrata|XP_013090968.1, B_glabrata|XP_013089408.1, B_glabrata|XP_013090966.1, B_glabrata|XP_013093196.1, B_glabrata|XP_013094005.1, B_glabrata|XP_013080962.1, B_glabrata|XP_013062374.1, B_glabrata|XP_013080662.1, B_glabrata|XP_013093671.1, B_glabrata|XP_013078245.1, B_glabrata|XP_013086582.1, B_glabrata|XP_013086580.1, B_glabrata|XP_013091907.1, B_glabrata|XP_013092990.1, B_glabrata|XP_013096412.1
OG0000017	H_robusta_2	C_virginica|XP_022344548.1, C_virginica|XP_022344551.1, C_virginica|XP_022343020.1	H_robusta|ESO10253.1
OG0000017	A_granulata_2	C_virginica|XP_022344548.1, C_virginica|XP_022344551.1, C_virginica|XP_022343020.1	A_granulata|model.g4966.t1_1, A_granulata|model.g706.t1_1, A_granulata|model.g4965.t1_1, A_granulata|evm.model.Super-Scaffold_100003.1034_1
OG0000017	B_glabrata_2	C_virginica|XP_022344548.1, C_virginica|XP_022344551.1, C_virginica|XP_022343020.1	B_glabrata|XP_013083785.1
OG0000017	L_gigantea_2	C_virginica|XP_022344548.1, C_virginica|XP_022344551.1, C_virginica|XP_022343020.1	L_gigantea|XP_009054246.1
OG0000017	O_bimaculoides_2	C_virginica|XP_022344548.1, C_virginica|XP_022344551.1, C_virginica|XP_022343020.1	O_bimaculoides|XP_014773512.1
OG0000017	P_fucata_2	C_virginica|XP_022344548.1, C_virginica|XP_022344551.1	P_fucata|Pma_10029257, P_fucata|Pma_10029259
OG0000017	P_fucata_2	C_virginica|XP_022343020.1	P_fucata|Pma_10024934
OG0000017	L_gigantea_2	C_virginica|XP_022344537.1, C_virginica|XP_022344538.1, C_virginica|XP_022338110.1, C_virginica|XP_022344539.1, C_virginica|XP_022288802.1, C_virginica|XP_022292738.1, C_virginica|XP_022339402.1, C_virginica|XP_022339405.1	L_gigantea|XP_009061494.1
OG0000017	B_glabrata_2	C_virginica|XP_022344537.1, C_virginica|XP_022344538.1, C_virginica|XP_022338110.1, C_virginica|XP_022344539.1, C_virginica|XP_022288802.1, C_virginica|XP_022292738.1, C_virginica|XP_022339402.1, C_virginica|XP_022339405.1	B_glabrata|XP_013078946.1, B_glabrata|XP_013065892.1, B_glabrata|XP_013065863.1, B_glabrata|XP_013079385.1, B_glabrata|XP_013079394.1, B_glabrata|XP_013077200.1, B_glabrata|XP_013062035.1, B_glabrata|XP_013065895.1, B_glabrata|XP_013062034.1, B_glabrata|XP_013077202.1, B_glabrata|XP_013065857.1, B_glabrata|XP_013065893.1, B_glabrata|XP_013080598.1, B_glabrata|XP_013080599.1, B_glabrata|XP_013093165.1
OG0000017	S_constricta_2	C_virginica|XP_022344537.1, C_virginica|XP_022344538.1	S_constricta|evm.model.ctg747.5
OG0000017	P_fucata_2	C_virginica|XP_022344537.1, C_virginica|XP_022344538.1	P_fucata|Pma_10029261
OG0000017	S_constricta_2	C_virginica|XP_022338110.1, C_virginica|XP_022344539.1, C_virginica|XP_022288802.1	S_constricta|evm.model.ctg747.4, S_constricta|evm.model.ctg225.33
OG0000017	P_fucata_2	C_virginica|XP_022338110.1	P_fucata|Pma_10003264
OG0000017	P_fucata_2	C_virginica|XP_022344539.1	P_fucata|Pma_10029262
OG0000017	P_fucata_2	C_virginica|XP_022288802.1	P_fucata|Pma_10021622
OG0000017	S_constricta_2	C_virginica|XP_022292738.1	S_constricta|evm.model.ctg337.18
OG0000017	P_fucata_2	C_virginica|XP_022292738.1	P_fucata|Pma_10031907
OG0000017	S_constricta_2	C_virginica|XP_022339402.1, C_virginica|XP_022339405.1	S_constricta|evm.model.ctg416.42
OG0000017	P_fucata_2	C_virginica|XP_022339402.1	P_fucata|Pma_10016367
OG0000017	P_fucata_2	C_virginica|XP_022339405.1	P_fucata|Pma_10023166
OG0000018	L_gigantea_2	C_virginica|XP_022333877.1, C_virginica|XP_022300455.1	L_gigantea|XP_009055411.1
OG0000018	P_fucata_2	C_virginica|XP_022333877.1	P_fucata|Pma_10016081
OG0000018	P_fucata_2	C_virginica|XP_022300455.1	P_fucata|Pma_10027321, P_fucata|Pma_10011065, P_fucata|Pma_10013599, P_fucata|Pma_10021855, P_fucata|Pma_10022476, P_fucata|Pma_10020684, P_fucata|Pma_10026948, P_fucata|Pma_10028434, P_fucata|Pma_10021692, P_fucata|Pma_10001184, P_fucata|Pma_10018175, P_fucata|Pma_10030542, P_fucata|Pma_10023239, P_fucata|Pma_10020252, P_fucata|Pma_10025744, P_fucata|Pma_10002367, P_fucata|Pma_10013560, P_fucata|Pma_10010736, P_fucata|Pma_10007429, P_fucata|Pma_10000702, P_fucata|Pma_10029440, P_fucata|Pma_10011394, P_fucata|Pma_10023184, P_fucata|Pma_10006442, P_fucata|Pma_10022327, P_fucata|Pma_10023372, P_fucata|Pma_10020542, P_fucata|Pma_10023966, P_fucata|Pma_10030882, P_fucata|Pma_10004726, P_fucata|Pma_10013561, P_fucata|Pma_10009009, P_fucata|Pma_10002677, P_fucata|Pma_10010284, P_fucata|Pma_10013403, P_fucata|Pma_10006138, P_fucata|Pma_10005768, P_fucata|Pma_10030764, P_fucata|Pma_10021806, P_fucata|Pma_10016667, P_fucata|Pma_10007024, P_fucata|Pma_10004474, P_fucata|Pma_10008755, P_fucata|Pma_10019583, P_fucata|Pma_10031645, P_fucata|Pma_10024686, P_fucata|Pma_10006295, P_fucata|Pma_10026409, P_fucata|Pma_10012443, P_fucata|Pma_10016439, P_fucata|Pma_10011110, P_fucata|Pma_10022590, P_fucata|Pma_10023292, P_fucata|Pma_10013452, P_fucata|Pma_10013450, P_fucata|Pma_10014320
OG0000019	O_bimaculoides_2	C_virginica|XP_022338983.1	O_bimaculoides|XP_014773657.1
OG0000019	H_robusta_2	C_virginica|XP_022338983.1	H_robusta|ESO05380.1
OG0000019	L_gigantea_2	C_virginica|XP_022338983.1	L_gigantea|XP_009050388.1
OG0000019	B_glabrata_2	C_virginica|XP_022338983.1	B_glabrata|XP_013085161.1
OG0000019	S_constricta_2	C_virginica|XP_022338983.1	S_constricta|evm.model.ctg23.32
OG0000019	O_bimaculoides_2	C_virginica|XP_022291061.1	O_bimaculoides|XP_014781196.1
OG0000019	S_constricta_2	C_virginica|XP_022291061.1	S_constricta|evm.model.ctg159.29
OG0000019	P_fucata_2	C_virginica|XP_022291061.1	P_fucata|Pma_10019755
OG0000019	S_constricta_2	C_virginica|XP_022314994.1	S_constricta|evm.model.ctg9.1, S_constricta|evm.model.ctg128.7
OG0000019	A_granulata_2	C_virginica|XP_022314994.1	A_granulata|model.g7414.t1_1
OG0000019	B_glabrata_2	C_virginica|XP_022314994.1	B_glabrata|XP_013083944.1
OG0000019	L_gigantea_2	C_virginica|XP_022314994.1	L_gigantea|XP_009059734.1
OG0000019	P_fucata_2	C_virginica|XP_022314994.1	P_fucata|Pma_10027659
OG0000019	H_robusta_2	C_virginica|XP_022337519.1, C_virginica|XP_022313091.1, C_virginica|XP_022313389.1, C_virginica|XP_022318187.1, C_virginica|XP_022312847.1, C_virginica|XP_022312947.1, C_virginica|XP_022302633.1, C_virginica|XP_022313153.1	H_robusta|ESO09462.1
OG0000019	L_gigantea_2	C_virginica|XP_022337519.1	L_gigantea|XP_009062371.1
OG0000019	B_glabrata_2	C_virginica|XP_022337519.1	B_glabrata|XP_013072245.1
OG0000019	A_granulata_2	C_virginica|XP_022337519.1	A_granulata|model.g14035.t1_1
OG0000019	S_constricta_2	C_virginica|XP_022337519.1	S_constricta|evm.model.ctg859.12
OG0000019	P_fucata_2	C_virginica|XP_022337519.1	P_fucata|Pma_10025141
OG0000019	O_bimaculoides_2	C_virginica|XP_022313091.1, C_virginica|XP_022313389.1	O_bimaculoides|XP_014772300.1
OG0000019	L_gigantea_2	C_virginica|XP_022313091.1, C_virginica|XP_022313389.1	L_gigantea|XP_009053791.1
OG0000019	S_constricta_2	C_virginica|XP_022313091.1, C_virginica|XP_022313389.1	S_constricta|evm.model.ctg117.11
OG0000019	P_fucata_2	C_virginica|XP_022313091.1, C_virginica|XP_022313389.1	P_fucata|Pma_10004783, P_fucata|Pma_10004784
OG0000019	A_granulata_2	C_virginica|XP_022312847.1, C_virginica|XP_022312947.1	A_granulata|model.g7451.t1_1
OG0000019	L_gigantea_2	C_virginica|XP_022312847.1, C_virginica|XP_022312947.1	L_gigantea|XP_009057899.1
OG0000019	S_constricta_2	C_virginica|XP_022312847.1, C_virginica|XP_022312947.1	S_constricta|evm.model.ctg510.19
OG0000019	P_fucata_2	C_virginica|XP_022312847.1, C_virginica|XP_022312947.1	P_fucata|Pma_10004192
OG0000019	B_glabrata_2	C_virginica|XP_022302633.1, C_virginica|XP_022313153.1	B_glabrata|XP_013063444.1
OG0000019	O_bimaculoides_2	C_virginica|XP_022302633.1, C_virginica|XP_022313153.1	O_bimaculoides|XP_014780698.1
OG0000019	L_gigantea_2	C_virginica|XP_022302633.1	L_gigantea|XP_009056958.1
OG0000019	S_constricta_2	C_virginica|XP_022302633.1	S_constricta|evm.model.ctg84.12
OG0000019	A_granulata_2	C_virginica|XP_022302633.1	A_granulata|model.g11738.t1.5.5d3b86a4_1
OG0000019	P_fucata_2	C_virginica|XP_022302633.1	P_fucata|Pma_10023026, P_fucata|Pma_10013841
OG0000019	S_constricta_2	C_virginica|XP_022313153.1	S_constricta|evm.model.ctg131.23, S_constricta|evm.model.ctg131.22
OG0000019	L_gigantea_2	C_virginica|XP_022313153.1	L_gigantea|XP_009047890.1
OG0000019	A_granulata_2	C_virginica|XP_022313153.1	A_granulata|model.g8205.t1_1
OG0000019	P_fucata_2	C_virginica|XP_022313153.1	P_fucata|Pma_10003080
OG0000020	O_bimaculoides_2	C_virginica|XP_022331975.1, C_virginica|XP_022331976.1	O_bimaculoides|XP_014770772.1, O_bimaculoides|XP_014770779.1, O_bimaculoides|XP_014780678.1, O_bimaculoides|XP_014782253.1, O_bimaculoides|XP_014783124.1, O_bimaculoides|XP_014784698.1
OG0000020	B_glabrata_2	C_virginica|XP_022331975.1, C_virginica|XP_022331976.1	B_glabrata|XP_013063795.1, B_glabrata|XP_013079560.1, B_glabrata|XP_013082920.1
OG0000020	A_granulata_2	C_virginica|XP_022331975.1, C_virginica|XP_022331976.1	A_granulata|model.g11218.t1_1, A_granulata|model.g27971.t1_1, A_granulata|model.g12669.t1_1, A_granulata|model.g11836.t1_1, A_granulata|model.g12028.t1_1, A_granulata|model.g12671.t1_1
OG0000020	L_gigantea_2	C_virginica|XP_022331975.1, C_virginica|XP_022331976.1	L_gigantea|XP_009057758.1, L_gigantea|XP_009046332.1, L_gigantea|XP_009046334.1, L_gigantea|XP_009046333.1, L_gigantea|XP_009047653.1, L_gigantea|XP_009051451.1, L_gigantea|XP_009051452.1, L_gigantea|XP_009054607.1, L_gigantea|XP_009059079.1
OG0000020	P_fucata_2	C_virginica|XP_022331975.1, C_virginica|XP_022331976.1	P_fucata|Pma_10019387, P_fucata|Pma_10020902, P_fucata|Pma_10026027, P_fucata|Pma_10001746
OG0000020	S_constricta_2	C_virginica|XP_022331975.1, C_virginica|XP_022331976.1	S_constricta|evm.model.ctg3.92, S_constricta|evm.model.ctg1086.13, S_constricta|evm.model.ctg1086.12, S_constricta|evm.model.ctg1086.11, S_constricta|evm.model.ctg1086.9, S_constricta|evm.model.ctg2779.2, S_constricta|evm.model.ctg6487.1, S_constricta|evm.model.ctg1723.2, S_constricta|evm.model.ctg727.2, S_constricta|evm.model.ctg727.4, S_constricta|evm.model.ctg5497.1, S_constricta|evm.model.ctg727.3, S_constricta|evm.model.ctg28.4, S_constricta|evm.model.ctg189.107
OG0000021	A_granulata_2	C_virginica|XP_022320337.1, C_virginica|XP_022319163.1, C_virginica|XP_022330434.1, C_virginica|XP_022342549.1, C_virginica|XP_022291094.1, C_virginica|XP_022291640.1, C_virginica|XP_022308078.1, C_virginica|XP_022293003.1, C_virginica|XP_022304791.1, C_virginica|XP_022317583.1	A_granulata|model.g31071.t1_1, A_granulata|evm.model.Super-Scaffold_100012.51_1
OG0000021	P_fucata_2	C_virginica|XP_022320337.1, C_virginica|XP_022319163.1, C_virginica|XP_022330434.1, C_virginica|XP_022342549.1, C_virginica|XP_022291094.1, C_virginica|XP_022291640.1, C_virginica|XP_022308078.1	P_fucata|Pma_10031676, P_fucata|Pma_10018803, P_fucata|Pma_10018494, P_fucata|Pma_312.314, P_fucata|Pma_10025973, P_fucata|Pma_388.228
OG0000021	L_gigantea_2	C_virginica|XP_022320337.1, C_virginica|XP_022319163.1, C_virginica|XP_022330434.1, C_virginica|XP_022342549.1, C_virginica|XP_022291094.1, C_virginica|XP_022291640.1, C_virginica|XP_022308078.1	L_gigantea|XP_009061998.1
OG0000021	P_fucata_2	C_virginica|XP_022293003.1, C_virginica|XP_022304791.1, C_virginica|XP_022317583.1	P_fucata|Pma_563.627, P_fucata|Pma_285.110, P_fucata|Pma_520.689, P_fucata|Pma_220.644, P_fucata|Pma_10001900, P_fucata|Pma_10011278, P_fucata|Pma_330.410, P_fucata|Pma_10004526
OG0000023	S_constricta_2	C_virginica|XP_022322019.1	S_constricta|evm.model.ctg238.53
OG0000023	H_robusta_2	C_virginica|XP_022322019.1	H_robusta|ESO00598.1
OG0000023	B_glabrata_2	C_virginica|XP_022322019.1	B_glabrata|XP_013069100.1
OG0000023	L_gigantea_2	C_virginica|XP_022322019.1	L_gigantea|XP_009044903.1
OG0000023	A_granulata_2	C_virginica|XP_022322019.1	A_granulata|evm.model.Super-Scaffold_100002.117_1
OG0000023	O_bimaculoides_2	C_virginica|XP_022322019.1	O_bimaculoides|XP_014787445.1
OG0000023	P_fucata_2	C_virginica|XP_022322019.1	P_fucata|Pma_10014854
OG0000024	H_robusta_2	C_virginica|XP_022319000.1	H_robusta|ESN91305.1
OG0000024	B_glabrata_2	C_virginica|XP_022319000.1	B_glabrata|XP_013079153.1
OG0000024	O_bimaculoides_2	C_virginica|XP_022319000.1	O_bimaculoides|XP_014778891.1
OG0000024	S_constricta_2	C_virginica|XP_022319000.1	S_constricta|evm.model.ctg14.39
OG0000024	L_gigantea_2	C_virginica|XP_022319000.1	L_gigantea|XP_009056746.1
OG0000024	A_granulata_2	C_virginica|XP_022319000.1	A_granulata|evm.model.Super-Scaffold_100005.884_1
OG0000024	P_fucata_2	C_virginica|XP_022319000.1	P_fucata|Pma_10012487
OG0000025	H_robusta_2	C_virginica|XP_022316668.1	H_robusta|ESN91955.1
OG0000025	S_constricta_2	C_virginica|XP_022316668.1	S_constricta|evm.model.ctg97.43
OG0000025	B_glabrata_2	C_virginica|XP_022316668.1	B_glabrata|XP_013070418.1
OG0000025	L_gigantea_2	C_virginica|XP_022316668.1	L_gigantea|XP_009048639.1
OG0000025	A_granulata_2	C_virginica|XP_022316668.1	A_granulata|evm.model.Super-Scaffold_100008.679_1
OG0000025	O_bimaculoides_2	C_virginica|XP_022316668.1	O_bimaculoides|XP_014789699.1
OG0000025	P_fucata_2	C_virginica|XP_022316668.1	P_fucata|Pma_10016699
OG0000026	S_constricta_2	C_virginica|XP_022344839.1	S_constricta|evm.model.ctg1004.16
OG0000026	O_bimaculoides_2	C_virginica|XP_022344839.1	O_bimaculoides|XP_014789426.1
OG0000026	A_granulata_2	C_virginica|XP_022344839.1	A_granulata|evm.model.Super-Scaffold_100010.607_1
OG0000026	B_glabrata_2	C_virginica|XP_022344839.1	B_glabrata|XP_013085147.1
OG0000026	H_robusta_2	C_virginica|XP_022344839.1	H_robusta|ESN95294.1
OG0000026	L_gigantea_2	C_virginica|XP_022344839.1	L_gigantea|XP_009051788.1
OG0000026	P_fucata_2	C_virginica|XP_022344839.1	P_fucata|Pma_10004014
OG0000027	O_bimaculoides_2	C_virginica|XP_022341852.1	O_bimaculoides|XP_014788131.1
OG0000027	H_robusta_2	C_virginica|XP_022341852.1	H_robusta|ESO08179.1
OG0000027	A_granulata_2	C_virginica|XP_022341852.1	A_granulata|evm.model.Super-Scaffold_100013.373_1
OG0000027	B_glabrata_2	C_virginica|XP_022341852.1	B_glabrata|XP_013079423.1
OG0000027	S_constricta_2	C_virginica|XP_022341852.1	S_constricta|evm.model.ctg660.7
OG0000027	L_gigantea_2	C_virginica|XP_022341852.1	L_gigantea|XP_009058327.1
OG0000027	P_fucata_2	C_virginica|XP_022341852.1	P_fucata|Pma_10008115
OG0000028	B_glabrata_2	C_virginica|XP_022321873.1	B_glabrata|XP_013064541.1
OG0000028	O_bimaculoides_2	C_virginica|XP_022321873.1	O_bimaculoides|XP_014790475.1
OG0000028	A_granulata_2	C_virginica|XP_022321873.1	A_granulata|evm.model.Super-Scaffold_100025.188_1
OG0000028	L_gigantea_2	C_virginica|XP_022321873.1	L_gigantea|XP_009050366.1
OG0000028	H_robusta_2	C_virginica|XP_022321873.1	H_robusta|ESO08129.1
OG0000028	S_constricta_2	C_virginica|XP_022321873.1	S_constricta|evm.model.ctg930.2
OG0000028	P_fucata_2	C_virginica|XP_022321873.1	P_fucata|Pma_10025415
OG0000029	A_granulata_2	C_virginica|XP_022344457.1	A_granulata|model.g2134.t1_1
OG0000029	H_robusta_2	C_virginica|XP_022344457.1	H_robusta|ESO13052.1
OG0000029	O_bimaculoides_2	C_virginica|XP_022344457.1	O_bimaculoides|XP_014772627.1
OG0000029	B_glabrata_2	C_virginica|XP_022344457.1	B_glabrata|XP_013084231.1
OG0000029	S_constricta_2	C_virginica|XP_022344457.1	S_constricta|evm.model.ctg492.4
OG0000029	L_gigantea_2	C_virginica|XP_022344457.1	L_gigantea|XP_009051479.1
OG0000029	P_fucata_2	C_virginica|XP_022344457.1	P_fucata|Pma_10031590
OG0000030	A_granulata_2	C_virginica|XP_022308357.1	A_granulata|model.g1298.t1_1
OG0000030	O_bimaculoides_2	C_virginica|XP_022308357.1	O_bimaculoides|XP_014784674.1
OG0000030	B_glabrata_2	C_virginica|XP_022308357.1	B_glabrata|XP_013088149.1
OG0000030	H_robusta_2	C_virginica|XP_022308357.1	H_robusta|ESO09280.1
OG0000030	L_gigantea_2	C_virginica|XP_022308357.1	L_gigantea|XP_009051490.1
OG0000030	S_constricta_2	C_virginica|XP_022308357.1	S_constricta|evm.model.ctg40.49
OG0000030	P_fucata_2	C_virginica|XP_022308357.1	P_fucata|Pma_10019276
OG0000031	B_glabrata_2	C_virginica|XP_022328400.1	B_glabrata|XP_013061816.1
OG0000031	O_bimaculoides_2	C_virginica|XP_022328400.1	O_bimaculoides|XP_014787618.1
OG0000031	H_robusta_2	C_virginica|XP_022328400.1	H_robusta|ESO09736.1
OG0000031	L_gigantea_2	C_virginica|XP_022328400.1	L_gigantea|XP_009055442.1
OG0000031	A_granulata_2	C_virginica|XP_022328400.1	A_granulata|model.g100.t1_1
OG0000031	S_constricta_2	C_virginica|XP_022328400.1	S_constricta|evm.model.ctg142.10
OG0000031	P_fucata_2	C_virginica|XP_022328400.1	P_fucata|Pma_10004601
OG0000032	H_robusta_2	C_virginica|XP_022338696.1	H_robusta|ESO02199.1
OG0000032	S_constricta_2	C_virginica|XP_022338696.1	S_constricta|evm.model.ctg145.40
OG0000032	A_granulata_2	C_virginica|XP_022338696.1	A_granulata|model.g501.t1_1
OG0000032	O_bimaculoides_2	C_virginica|XP_022338696.1	O_bimaculoides|XP_014773878.1
OG0000032	B_glabrata_2	C_virginica|XP_022338696.1	B_glabrata|XP_013081362.1
OG0000032	L_gigantea_2	C_virginica|XP_022338696.1	L_gigantea|XP_009048498.1
OG0000032	P_fucata_2	C_virginica|XP_022338696.1	P_fucata|Pma_10001679
OG0000033	A_granulata_2	C_virginica|XP_022343803.1	A_granulata|model.g1883.t1_1
OG0000033	O_bimaculoides_2	C_virginica|XP_022343803.1	O_bimaculoides|XP_014769418.1
OG0000033	H_robusta_2	C_virginica|XP_022343803.1	H_robusta|ESN90052.1
OG0000033	B_glabrata_2	C_virginica|XP_022343803.1	B_glabrata|XP_013091381.1
OG0000033	L_gigantea_2	C_virginica|XP_022343803.1	L_gigantea|XP_009056300.1
OG0000033	S_constricta_2	C_virginica|XP_022343803.1	S_constricta|evm.model.ctg647.9
OG0000033	P_fucata_2	C_virginica|XP_022343803.1	P_fucata|Pma_10026789
OG0000034	H_robusta_2	C_virginica|XP_022343845.1	H_robusta|ESN90476.1
OG0000034	L_gigantea_2	C_virginica|XP_022343845.1	L_gigantea|XP_009054295.1
OG0000034	B_glabrata_2	C_virginica|XP_022343845.1	B_glabrata|XP_013078957.1
OG0000034	S_constricta_2	C_virginica|XP_022343845.1	S_constricta|evm.model.ctg613.8
OG0000034	A_granulata_2	C_virginica|XP_022343845.1	A_granulata|model.g1662.t1_1
OG0000034	O_bimaculoides_2	C_virginica|XP_022343845.1	O_bimaculoides|XP_014777276.1
OG0000034	P_fucata_2	C_virginica|XP_022343845.1	P_fucata|Pma_10032131
OG0000035	L_gigantea_2	C_virginica|XP_022313863.1	L_gigantea|XP_009063552.1
OG0000035	O_bimaculoides_2	C_virginica|XP_022313863.1	O_bimaculoides|XP_014772225.1
OG0000035	S_constricta_2	C_virginica|XP_022313863.1	S_constricta|evm.model.ctg392.9
OG0000035	A_granulata_2	C_virginica|XP_022313863.1	A_granulata|model.g3215.t1_1
OG0000035	B_glabrata_2	C_virginica|XP_022313863.1	B_glabrata|XP_013075562.1
OG0000035	H_robusta_2	C_virginica|XP_022313863.1	H_robusta|ESO10634.1
OG0000035	P_fucata_2	C_virginica|XP_022313863.1	P_fucata|Pma_10016128
OG0000036	A_granulata_2	C_virginica|XP_022314684.1	A_granulata|model.g3997.t1_1
OG0000036	O_bimaculoides_2	C_virginica|XP_022314684.1	O_bimaculoides|XP_014776166.1
OG0000036	B_glabrata_2	C_virginica|XP_022314684.1	B_glabrata|XP_013064900.1
OG0000036	L_gigantea_2	C_virginica|XP_022314684.1	L_gigantea|XP_009048015.1
OG0000036	H_robusta_2	C_virginica|XP_022314684.1	H_robusta|ESO10298.1
OG0000036	S_constricta_2	C_virginica|XP_022314684.1	S_constricta|evm.model.ctg96.20
OG0000036	P_fucata_2	C_virginica|XP_022314684.1	P_fucata|Pma_10028537
OG0000037	A_granulata_2	C_virginica|XP_022316489.1	A_granulata|model.g4135.t1_1
OG0000037	H_robusta_2	C_virginica|XP_022316489.1	H_robusta|ESN95204.1
OG0000037	O_bimaculoides_2	C_virginica|XP_022316489.1	O_bimaculoides|XP_014785114.1
OG0000037	B_glabrata_2	C_virginica|XP_022316489.1	B_glabrata|XP_013085046.1
OG0000037	L_gigantea_2	C_virginica|XP_022316489.1	L_gigantea|XP_009045422.1
OG0000037	S_constricta_2	C_virginica|XP_022316489.1	S_constricta|evm.model.ctg533.29
OG0000037	P_fucata_2	C_virginica|XP_022316489.1	P_fucata|Pma_10007898
OG0000038	A_granulata_2	C_virginica|XP_022314870.1	A_granulata|model.g3909.t1_1
OG0000038	O_bimaculoides_2	C_virginica|XP_022314870.1	O_bimaculoides|XP_014773522.1
OG0000038	S_constricta_2	C_virginica|XP_022314870.1	S_constricta|evm.model.ctg1402.5
OG0000038	B_glabrata_2	C_virginica|XP_022314870.1	B_glabrata|XP_013077767.1
OG0000038	L_gigantea_2	C_virginica|XP_022314870.1	L_gigantea|XP_009067307.1
OG0000038	H_robusta_2	C_virginica|XP_022314870.1	H_robusta|ESO05119.1
OG0000038	P_fucata_2	C_virginica|XP_022314870.1	P_fucata|Pma_225.222
OG0000039	B_glabrata_2	C_virginica|XP_022309414.1	B_glabrata|XP_013086056.1
OG0000039	O_bimaculoides_2	C_virginica|XP_022309414.1	O_bimaculoides|XP_014772348.1
OG0000039	H_robusta_2	C_virginica|XP_022309414.1	H_robusta|ESN96911.1
